id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
278559,Cute 1 bdr flat quiet road central,1453552,Aya,,Westminster,51.51488,1076.290571,Entire home/apt,89,5,6,01-09-2014,0.05,1,0,0
280234,201 studio for upto 3 people in Soho London comfy,1365824,Helen,,Westminster,51.51191,1082.572286,Private room,90,2,340,17-08-2022,2.63,5,306,3
280894,"1 double-bed modern bright flat, SE1 (Borough Mkt)",1464452,Maria And Rino,,Southwark,51.49777,1088.854,Entire home/apt,149,7,24,13-07-2022,0.24,2,37,1
282198,Georgian Aparment in Bloomsbury,1413029,Lucy,,Camden,51.52361,1095.135714,Private room,120,10,77,25-04-2020,0.61,1,258,0
283569,Spacious luxury 2 bedroom apartment,1476754,Nina,,Ealing,51.5067,1101.417429,Entire home/apt,93,3,24,30-04-2022,0.22,5,72,5
284532,COSY STUDIO-FLAT WITH A GREAT  VIEW,1481412,Luca,,Tower Hamlets,51.52851,1107.699143,Entire home/apt,90,5,42,04-01-2022,0.34,1,222,1
284603,Notting Hill church stay in Heaven!,1481851,Tania,,Kensington and Chelsea,51.51464,1113.980857,Entire home/apt,297,14,6,04-07-2022,0.05,1,180,2
286675,APARTMENT IN NORTH WEST LONDON,1491611,Nora,,Harrow,51.57982,1120.262571,Entire home/apt,90,3,104,22-08-2022,0.86,1,318,4
289422,Double Bedroom in Victorian House,862386,Veneranda And Leo,,Newham,51.52185,1126.544286,Private room,45,7,46,16-08-2022,0.35,6,40,4
289802,Single room in Victorian house,862386,Veneranda And Leo,,Newham,51.52185,1132.826,Private room,45,7,38,12-06-2022,0.3,6,105,2
290923,Architect designed Camden canalside townhouse,1508385,Neema,,Camden,51.54039,1139.107714,Entire home/apt,275,2,17,22-04-2018,0.16,1,0,0
291731,FREE WIFI Double room in SW London,1254028,Matt,,Lambeth,51.429,1145.389429,Private room,29,2,1,13-07-2015,0.01,2,330,0
294177,Compact living cosy studio flat in London,1521032,Oliver,,Barnet,51.59375,1151.671143,Entire home/apt,65,7,119,08-08-2022,0.93,3,318,9
294247,Home from Home in the heart of London,1521435,Milena,,Hammersmith and Fulham,51.48641,1157.952857,Private room,120,2,226,17-07-2022,1.77,1,362,8
294887,A people person awaits you here!,1527176,Gill,,Waltham Forest,51.57537,1164.234571,Private room,40,2,55,28-08-2022,0.45,1,302,10
299374,Cheap London Wembley apartment !!!,1542753,Yvonne,,Brent,51.55764,1170.516286,Entire home/apt,59,1,173,29-12-2019,1.37,1,152,0
300723,Stylish 3 Bed 2 Bath Apartment +Gdn,1549137,Rita,,Haringey,51.58358,1176.798,Entire home/apt,207,3,60,12-07-2022,0.47,1,256,3
304918,Luxury Studio  in Clerkenwell,259088,Simon,,Islington,51.52264,1183.079714,Private room,180,4,349,30-08-2022,2.75,5,249,13
305573,"Central London Hideaway in the trees, SE1",281951,Ed,,Southwark,51.49608,1189.361429,Entire home/apt,75,15,15,30-08-2021,0.12,1,68,0
306405,Spacious Double Room in East London,1575800,Mary,,Barking and Dagenham,51.54072,1195.643143,Private room,41,4,3,27-05-2012,0.02,1,365,0
306677,Amazing view 2bed Zone1 central,1577254,Pm,,Southwark,51.49739,1201.924857,Entire home/apt,134,5,218,29-02-2020,1.69,6,0,0
306737,4 bedroom (+nursery) designer pad Belsize Park,1577723,Yael,,Camden,51.54655,1208.206571,Entire home/apt,400,5,26,03-02-2017,0.21,1,108,0
307923,"Double room no 1 near Brunel, Uxbridge, Heathrow",1584404,Rubina,,Hillingdon,51.52344,1214.488286,Private room,50,1,110,08-09-2022,0.85,2,173,22
308005,Wow! Trendy Fitzrovia W1 Penthouse: Sunny Terrace,67564,Liz,,Camden,51.52197,1220.77,Entire home/apt,211,3,55,28-07-2022,0.44,5,117,3
308640,"Spacious, family-friendly Hackney home w garden",1586861,Eliza,,Hackney,51.55216,1227.051714,Entire home/apt,199,3,44,19-07-2022,0.39,1,253,7
310665,"London, Ace Family Friendly House, Hackney, Zone 2",1460505,Catherine,,Hackney,51.56099,1233.333429,Entire home/apt,190,3,22,19-08-2019,0.18,1,0,0
310724,Stylish Georgian Townhouse - Zone 1,1598430,Maria,,Lambeth,51.49324,1239.615143,Entire home/apt,300,3,179,24-07-2022,1.43,1,42,4
310949,A Modern Double Room in Greenwich.,1599044,Robert And Antonio,,Greenwich,51.49927,1245.896857,Private room,36,3,269,08-09-2022,2.25,1,245,24
311430,Big peaceful room 5mins walk from King's Hospital,766056,Trevor,,Lambeth,51.46934,1252.178571,Private room,45,13,24,31-05-2022,0.19,4,187,4
311768,LUXURIOUS  APART.30 MIN LONDON,871053,Doreen &  Nichola,,Merton,51.41779,1258.460286,Entire home/apt,500,2,91,21-08-2022,0.89,4,91,17
312761,Spacious Central London Apartment by Hoxton Square,1608226,Pippa,,Hackney,51.52704,1264.742,Entire home/apt,160,21,90,21-08-2022,0.73,2,54,7
313710,Pretty Home Kensal Green NW10 1 bed,1612623,Alex,,Brent,51.53347,1271.023714,Entire home/apt,89,2,10,13-09-2015,0.08,1,0,0
314066,"North London(double private room)
Zone 3",1613803,Talat And Nalan,,Haringey,51.60134,1277.305429,Private room,26,1,300,15-03-2020,2.37,3,0,0
314164,Comfy Family Home in London,1614205,Lara,,Hackney,51.55896,1283.587143,Entire home/apt,97,7,10,22-08-2022,0.09,1,32,3
314985,"Room in Artistic house, nr Olympics",1617885,Roger,,Newham,51.52626,1289.868857,Private room,32,2,6,11-04-2016,0.06,1,0,0
315238,Stylish 2 bedroom London flat,1619024,Sally,,Wandsworth,51.47565,1296.150571,Entire home/apt,180,2,93,14-08-2022,0.8,2,249,33
315658,Double Room nr Oval Vauxhall Tubes,1620906,Graeme,,Lambeth,51.48383,1302.432286,Private room,50,3,389,10-03-2020,3.08,2,0,0
316483,Clerkenwell warehouse style space : long let poss,321917,Patrick,,Camden,51.52124,1308.714,Entire home/apt,158,7,1,10-08-2022,0.91,2,7,1
318287,safe and spacious room in comfy family home,1369081,Mirjam,,Waltham Forest,51.61607,1314.995714,Private room,29,2,101,28-08-2022,0.79,1,241,9
320629,Hotel-style room in Camden Town,1637179,Toni,,Camden,51.5385,1321.277429,Private room,97,4,267,09-08-2022,2.1,1,11,1
321411,Fantastic location Double room,1438723,Neried,,Kensington and Chelsea,51.49897,1327.559143,Private room,70,2,20,27-08-2022,0.18,3,20,10
322606,Double room in Clapham/Battersea,1383749,Henrietta,,Wandsworth,51.47043,1333.840857,Private room,70,5,193,25-08-2022,1.54,2,348,27
323473,Lovely flat in the heart of Islington,1655726,Eleni & Tom,,Islington,51.53861,1340.122571,Entire home/apt,120,7,66,04-06-2022,0.52,1,21,2
325809,Big House for Olympics sleeps 6 to8,1666422,Stephen,,Camden,51.54897,1346.404286,Entire home/apt,863,14,1,11-07-2022,0.48,2,365,1
326633,"Stylish, Light Central London Flat",1619024,Sally,,Wandsworth,51.47565,1352.686,Private room,70,2,233,17-07-2022,1.84,2,157,3
326655,Comfortable and Bright Central Apartment,43039,Adriano,,Lambeth,51.46201,1358.967714,Entire home/apt,202,1,42,14-08-2022,0.33,3,331,16
330044,Large Victorian ensuite room,1684191,Alessandra,,Hounslow,51.48423,1365.249429,Private room,40,3,6,22-04-2018,0.05,1,0,0
331058,Spacious Double Room (R3),1688557,Layla,,Ealing,51.50095,1371.531143,Private room,55,1,140,20-08-2022,1.26,5,250,9
334310,"Superior Boutique Comfort, Amazing Fast Transport",1703080,Allan,,Lewisham,51.45625,1377.812857,Private room,38,8,174,18-08-2022,1.36,3,176,2
334603,Stunning 2 bedroom apartment near Wembley Stadium,1021636,Dusan,,Brent,51.54363,1384.094571,Entire home/apt,369,2,11,21-08-2022,0.77,1,0,8
337806,Beautiful warehouse flat in London,1716535,Dalston,,Hackney,51.55112,1390.376286,Entire home/apt,75,1,29,29-03-2022,0.25,1,133,1
338198,Stylish 2 Bed Apartment with Balcony,1718539,Mojdeh,,Barnet,51.56329,1396.658,Entire home/apt,95,3,37,31-10-2021,0.59,1,307,1
338354,Sunny comfortable double room Zone2,1719023,Gill,,Lewisham,51.46777,1402.939714,Private room,36,2,97,12-08-2022,0.77,1,276,4
338616,"Double Room, B",1719982,Pedro,,Southwark,51.47636,1409.221429,Private room,79,2,3,07-06-2022,0.6,1,356,3
338896,Enjoy a warm welcome in London's greenest surburb,1721165,Elaine,,Barnet,51.59618,1415.503143,Private room,40,3,22,31-08-2022,0.39,1,53,2
340435,Shepherds Bush W12 Double/Twin Room,1727431,Kenichiro,,Hammersmith and Fulham,51.50743,1421.784857,Private room,59,2,337,25-02-2022,2.63,1,151,1
341143,Tranquil Victorian Town House,1499506,Anna,,Haringey,51.57036,1428.066571,Private room,70,1,4,11-07-2015,0.04,1,0,0
341779,NICE DOUBLE ROOM IN A CLEAN  AND QUIET HOUSE,1734105,Tricia,,Croydon,51.40392,1434.348286,Private room,26,1,46,31-08-2022,0.41,4,254,5
342804,Chiswick: Luxury 2 bed maisonette,1631033,Sandra,,Hounslow,51.48775,1440.63,Entire home/apt,160,5,56,18-05-2022,0.53,3,270,9
343701,"Bright, Cosy Flat",875652,Kadija,,Newham,51.52738,1446.911714,Entire home/apt,50,5,30,25-08-2022,0.97,1,36,22
343848,"Lovely double room in Oakwood, North London",1744522,Denise,,Enfield,51.65075,1453.193429,Private room,35,180,50,29-11-2019,0.4,5,9,0
344094,"Homely Twin Room Streatham,London",1745432,Karen,,Lambeth,51.41847,1459.475143,Private room,43,3,183,16-08-2022,1.47,2,335,14
344102,Homely Triple Room London 2,1745432,Karen,,Lambeth,51.41727,1465.756857,Private room,43,3,186,09-09-2022,1.64,2,329,26
345013,Riverside House Near Iconic Tower Bridge,1750074,Oliver,,Southwark,51.50137,1472.038571,Entire home/apt,125,5,4,02-01-2020,0.07,1,0,0
345877,"Gorgeous One bed flat in London, N1",1754088,Clare,,Hackney,51.53805,1478.320286,Entire home/apt,99,4,67,09-08-2022,0.52,1,63,18
346523,"Luxury, Newly Renovated Chelsea Apartment",1756532,Julia,,Kensington and Chelsea,51.48464,1484.602,Entire home/apt,270,5,112,18-08-2022,0.98,1,19,2
347389,Canary Wharf/Excel riverside luxury,1090342,John,,Newham,51.49962,1490.883714,Private room,135,2,21,06-11-2019,0.18,4,267,0
348549,Unwind on a Roof Terrace near Columbia Road Market,1764754,Tom,,Tower Hamlets,51.52804,1497.165429,Entire home/apt,149,3,74,30-07-2022,0.59,1,0,15
349339,Beautiful double room in Victorian house,1769902,Fiona,,Barnet,51.61707,1503.447143,Private room,70,2,7,29-11-2021,0.07,3,360,1
349930,High rise flat in Angel Islington,1773176,Arnie,,Islington,51.52867,1509.728857,Private room,120,1,72,10-07-2022,0.57,1,42,2
350588,"BY CANAL DOUBLE ROOM, OWN BATHROOM, DESK + GARDEN",1775224,Christina,,Islington,51.53555,1516.010571,Private room,75,2,199,04-09-2022,2.69,7,1,51
351727,"Bright airy double room, central",1781664,Hilda,,Lambeth,51.45371,1522.292286,Private room,32,2,223,28-11-2021,1.78,1,11,5
353133,"Peaceful, Convenient, Central Ldn.",1788460,Anne,,Islington,51.54472,1528.574,Entire home/apt,80,6,76,31-03-2022,0.61,2,313,2
354003,Beautiful Bright 2 double bedroom,1792369,Eleonor,,Kensington and Chelsea,51.49117,1534.855714,Entire home/apt,200,4,114,05-06-2022,0.93,1,155,6
356040,"Kingsize Bedroom, 10 mins to City.",130231,Nathan,,Lewisham,51.46174,1541.137429,Private room,29,1,14,09-07-2018,0.18,1,0,0
356073,Loft for rent in Victorian house,862386,Veneranda And Leo,,Newham,51.5211,1547.419143,Private room,40,7,95,17-08-2022,0.75,6,40,10
356978,"Double room with Garden view, Females only.",1811246,Sandra,,Westminster,51.52975,1553.700857,Private room,42,2,7,02-10-2014,0.07,1,0,0
358043,2 Bed Flat in East London By The Canal W/Balcony,727110,Serge,,Tower Hamlets,51.52847,1559.982571,Entire home/apt,195,5,34,13-01-2020,0.34,1,0,0
359974,Charming 2-bed Shoreditch Apartment,1741058,Frankie,,Hackney,51.52776,1566.264286,Entire home/apt,150,4,92,25-08-2022,0.75,1,0,17
361944,Double Room for professionals incl WIFI,1829481,Orsi,,Bromley,51.39335,1572.546,Private room,26,1,100,10-04-2022,0.84,1,0,19
362026,Double room in lovely period house - friendly host,1810850,Kit,,Haringey,51.60058,1578.827714,Private room,120,4,72,27-07-2022,0.63,2,362,7
365069,Cheerful Flat in Great Location,710493,Marsha,,Camden,51.54941,1585.109429,Entire home/apt,101,7,58,19-04-2021,0.46,1,284,0
365933,London Vauxhall - Excellent Option!,1847762,D & D,,Lambeth,51.48621,1591.391143,Entire home/apt,98,2,287,29-08-2022,2.33,1,43,31
367181,Lovely garden flat - a London oasis,1849921,Oliver,,Hackney,51.56672,1597.672857,Entire home/apt,150,5,17,14-11-2017,0.14,1,0,0
369383,"Camden Town Duplex, with Downtown City Views",493497,Clive,,Camden,51.54105,1603.954571,Entire home/apt,335,1,142,03-09-2022,1.12,3,60,13
372691,"Penthouse on Park, Ensuite, Priv. Terrace, Station",49783090,Jo,,Hackney,51.54078,1610.236286,Private room,86,2,61,30-08-2022,0.48,2,0,11
374493,Unique Stylish Flat-Great Location!,1883830,Aisling & Matt,,Tower Hamlets,51.52899,1616.518,Entire home/apt,100,4,5,07-08-2014,0.04,1,221,0
374594,Sunny Victorian Flat in London,1749231,Lizzy,,Wandsworth,51.4214,1622.799714,Entire home/apt,80,7,10,04-10-2017,0.09,1,0,0
375006,Waterloo Heights,1886636,Tope,,Lambeth,51.5007,1629.081429,Private room,56,2,545,05-09-2022,4.3,3,22,29
375657,Lovely Self Contained Garden Studio (own entrance),1554514,Sandy,,Hammersmith and Fulham,51.50146,1635.363143,Private room,97,4,62,15-08-2022,0.51,1,265,7
375799,Luxury apartment : London/Wimbledon,1889832,Glynis,,Kingston upon Thames,51.4041,1641.644857,Entire home/apt,80,7,55,17-10-2019,0.44,3,305,0
377707,Vintage Oasis&Double Room&Peace...,1898009,Raimonda,,Waltham Forest,51.59859,1647.926571,Private room,45,2,157,01-04-2022,1.26,2,1,8
